src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time
C12328,C467,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
C12328$@DOM1,C12328$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147435.0
C1350,C529,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147455.0
C1350$@DOM1,C1350$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,4,147422.0,147466.0
C13633,C529,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147456.0
C13633$@DOM1,C13633$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,7,147422.0,147464.0
C14163$@DOM1,C14163$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147437.0
C15205,C457,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
C15205$@DOM1,C15205$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147434.0
C15775,C467,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
C15775$@DOM1,C15775$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,3,147422.0,147462.0
C170,C625,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147474.0
C170$@DOM1,C170$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,4,147422.0,147478.0
C17459,C586,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
C17459$@DOM1,C17459$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,3,147422.0,147453.0
C489,C612,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147425.0
C489$@DOM1,C489$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,3,147422.0,147433.0
C6449,C625,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147474.0
C6449$@DOM1,C6449$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,4,147422.0,147477.0
C7328,C528,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147490.0
C7328$@DOM1,C7328$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147431.0
C758,C758,auth,?,?,TGS,Success,147422.0,1,147422.0,
C758$@DOM1,C758$@DOM1,auth,?,?,TGS,Success,147422.0,1,147422.0,
C7581,C1640,auth,?,?,TGS,Success,147422.0,1,147422.0,
C7581,C625,auth,?,?,TGS,Success,147422.0,4,147422.0,147474.0
C825,C625,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147474.0
C825$@DOM1,C825$@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,6,147422.0,147479.0
C1798,C9668,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
C9668,C612,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147425.0
C9668,C625,auth,Kerberos,Network,LogOn,Success,147422.0,4,147422.0,147475.0
C9668,C9668,auth,?,?,TGS,Success,147422.0,3,147422.0,147474.0
C5654,C5654,auth,Negotiate,Service,LogOn,Success,147422.0,3,147422.0,147475.0
NETWORK SERVICE@C5654,NETWORK SERVICE@C5654,auth,Negotiate,Service,LogOn,Success,147422.0,3,147422.0,147475.0
C8086,C467,auth,?,?,TGS,Success,147422.0,8,147422.0,147456.0
U2932@DOM1,U2932@DOM1,auth,?,?,TGS,Success,147422.0,29,147422.0,147490.0
C10445,C2327,auth,?,?,TGS,Success,147422.0,3,147422.0,147435.0
C3801,C528,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147423.0
U5059@DOM1,U5059@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,7,147422.0,147489.0
C12578,C528,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
U5452@DOM1,U5452@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147455.0
C13266,C13266,auth,?,?,TGS,Success,147422.0,2,147422.0,147422.0
C14068,C1877,auth,?,?,TGS,Success,147422.0,1,147422.0,
U6297@DOM1,U6297@DOM1,auth,?,?,TGS,Success,147422.0,2,147422.0,147422.0
C14068,C585,auth,?,?,TGS,Success,147422.0,1,147422.0,
C2707,C2707,auth,?,Network,LogOff,Success,147422.0,6,147422.0,147472.0
C15366,C3173,auth,Kerberos,Network,LogOn,Success,147422.0,4,147422.0,147495.0
U6920@DOM1,U6920@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,6,147422.0,147507.0
C276,C586,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147430.0
U7275@DOM1,U7275@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,17,147422.0,147479.0
C17338,C528,auth,Kerberos,Network,LogOn,Success,147422.0,1,147422.0,
U8010@DOM1,U8010@DOM1,auth,Kerberos,Network,LogOn,Success,147422.0,2,147422.0,147422.0
C1522,C612,auth,?,?,TGS,Success,147422.0,5,147422.0,147456.0
U886@DOM1,U886@DOM1,auth,?,?,TGS,Success,147422.0,25,147422.0,147488.0
C11787,C586,auth,NTLM,Network,LogOn,Success,147423.0,2,147423.0,147423.0
C14231,C586,auth,NTLM,Network,LogOn,Success,147423.0,3,147423.0,147424.0
C6596,C586,auth,NTLM,Network,LogOn,Success,147423.0,2,147423.0,147424.0
C10551,C1065,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C11194,C457,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C11194$@DOM1,C11194$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147437.0
C1131,C1131,auth,Negotiate,Service,LogOn,Success,147423.0,1,147423.0,
C1131$@DOM1,SYSTEM@C1131,auth,Negotiate,Service,LogOn,Success,147423.0,1,147423.0,
C11787$@DOM1,C11787$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147437.0
C13426,C1065,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C13426$@DOM1,C13426$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147443.0
C1521,C14001,auth,Negotiate,Unlock,LogOn,Success,147423.0,1,147423.0,
C14001$@DOM1,U6110@DOM1,auth,Negotiate,Unlock,LogOn,Success,147423.0,2,147423.0,147425.0
C14132,C467,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147452.0
C14132$@DOM1,C14132$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147452.0
C1522,C528,auth,NTLM,Network,LogOn,Success,147423.0,1,147423.0,
C1522$@DOM1,C1522$@DOM1,auth,NTLM,Network,LogOn,Success,147423.0,2,147423.0,147437.0
C15303,C528,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C15303$@DOM1,C15303$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147432.0
C15520,C15520,auth,?,Network,LogOff,Success,147423.0,2,147423.0,147423.0
C1658,C1065,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C1658$@DOM1,C1658$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147475.0
C17076,C467,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147453.0
C17076$@DOM1,C17076$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,8,147423.0,147464.0
C218,C457,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C218$@DOM1,C218$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147434.0
C2189,C612,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147426.0
C2189$@DOM1,C2189$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147434.0
C256,C467,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C256$@DOM1,C256$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147468.0
C260,C612,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147426.0
C322,C528,auth,Kerberos,Network,LogOn,Success,147423.0,1,147423.0,
C3697$@DOM1,C3697$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147434.0
C3888,C3888,auth,?,?,TGT,Success,147423.0,1,147423.0,
C3888$@DOM1,C3888$@DOM1,auth,?,?,TGT,Success,147423.0,6,147423.0,147462.0
C3888,C528,auth,?,?,TGS,Success,147423.0,3,147423.0,147450.0
C5198,C529,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147456.0
C5198$@DOM1,C5198$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,4,147423.0,147465.0
C5218,C457,auth,?,?,TGS,Success,147423.0,2,147423.0,147423.0
C5218$@DOM1,C5218$@DOM1,auth,?,?,TGS,Success,147423.0,4,147423.0,147434.0
C5218,TGT,auth,?,?,TGS,Success,147423.0,1,147423.0,
C5220,C1065,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147424.0
C5220$@DOM1,C5220$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,4,147423.0,147434.0
C5229,C612,auth,Kerberos,Network,LogOn,Success,147423.0,2,147423.0,147426.0
C5229$@DOM1,C5229$@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,3,147423.0,147434.0
C8009,C467,auth,NTLM,Network,LogOn,Success,147423.0,2,147423.0,147452.0
C2212,C2212,auth,Negotiate,Service,LogOn,Success,147423.0,1,147423.0,
LOCAL SERVICE@C2212,LOCAL SERVICE@C2212,auth,Negotiate,Service,LogOn,Success,147423.0,1,147423.0,
C14125,C612,auth,?,?,TGS,Success,147423.0,3,147423.0,147426.0
C8086,C528,auth,?,?,TGS,Success,147423.0,3,147423.0,147456.0
C8086,C586,auth,?,?,TGS,Success,147423.0,3,147423.0,147456.0
C8086,C625,auth,?,?,TGS,Success,147423.0,5,147423.0,147475.0
C8086,TGT,auth,?,?,TGS,Success,147423.0,2,147423.0,147456.0
U47@DOM1,U47@DOM1,auth,?,?,TGS,Success,147423.0,9,147423.0,147446.0
C12682,C12682,auth,?,?,TGS,Success,147423.0,7,147423.0,147457.0
C14825,C14825,auth,?,Network,LogOff,Success,147423.0,4,147423.0,147457.0
U6110@DOM1,C14001$@DOM1,auth,?,?,AuthMap,Success,147423.0,2,147423.0,147425.0
U6110@DOM1,U6110@DOM1,auth,?,Unlock,LogOff,Success,147423.0,6,147423.0,147445.0
C16698,C529,auth,Kerberos,Network,LogOn,Success,147423.0,4,147423.0,147499.0
U7661@DOM1,U7661@DOM1,auth,Kerberos,Network,LogOn,Success,147423.0,11,147423.0,147508.0
C12384,C1065,auth,?,?,TGS,Success,147423.0,2,147423.0,147423.0
U861@DOM1,U861@DOM1,auth,?,?,TGS,Success,147423.0,14,147423.0,147483.0
C12384,C612,auth,?,?,TGS,Success,147423.0,6,147423.0,147427.0
C12384,TGT,auth,?,?,TGS,Success,147423.0,1,147423.0,
C1522,C457,auth,?,?,TGS,Success,147423.0,3,147423.0,147456.0
C1522,C625,auth,?,?,TGS,Success,147423.0,4,147423.0,147474.0
C1522,TGT,auth,?,?,TGS,Success,147423.0,2,147423.0,147456.0
C15955,C467,auth,NTLM,Network,LogOn,Success,147424.0,1,147424.0,
C10397,C586,auth,NTLM,Network,LogOn,Success,147424.0,2,147424.0,147425.0
C11781,C586,auth,NTLM,Network,LogOn,Success,147424.0,3,147424.0,147442.0
C335,C586,auth,NTLM,Network,LogOn,Success,147424.0,2,147424.0,147424.0
C4071,C586,auth,NTLM,Network,LogOn,Success,147424.0,2,147424.0,147424.0
C8013,C586,auth,NTLM,Network,LogOn,Success,147424.0,2,147424.0,147424.0
C8730,C586,auth,NTLM,Network,LogOn,Success,147424.0,4,147424.0,147441.0
C10001,C529,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147457.0
C10001$@DOM1,C10001$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147466.0
C1065,C586,auth,Kerberos,Network,LogOn,Success,147424.0,17,147424.0,147507.0
C10807,C586,auth,NTLM,Network,LogOn,Success,147424.0,5,147424.0,147476.0
C10807$@DOM1,C10807$@DOM1,auth,NTLM,Network,LogOn,Success,147424.0,3,147424.0,147450.0
C11215,C528,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C11215$@DOM1,C11215$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147433.0
C11519$@DOM1,C11519$@DOM1,auth,?,Network,LogOff,Success,147424.0,5,147424.0,147472.0
C11519,C1065,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147446.0
C11781$@DOM1,C11781$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147435.0
C12384$@DOM1,C12384$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147428.0
C12682$@DOM1,U5372@DOM1,auth,Negotiate,Unlock,LogOn,Success,147424.0,2,147424.0,147424.0
C1521,C12682,auth,Negotiate,Unlock,LogOn,Success,147424.0,1,147424.0,
C13181,C586,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147441.0
C13181$@DOM1,C13181$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147441.0
C1346,C529,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147457.0
C1346$@DOM1,C1346$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147468.0
C14231$@DOM1,C14231$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147454.0
C14726,C14726,auth,?,?,AuthMap,Success,147424.0,7,147424.0,147427.0
C14726,C467,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C1487,C1065,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147501.0
C1603,C625,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147475.0
C1603$@DOM1,C1603$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147478.0
C16635,C586,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147500.0
C16635$@DOM1,C16635$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,10,147424.0,147505.0
C1741,C1741,auth,?,?,TGS,Success,147424.0,3,147424.0,147428.0
C17456,C457,auth,NTLM,Network,LogOn,Success,147424.0,1,147424.0,
C2683,C1065,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147467.0
C29,C529,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147457.0
C29$@DOM1,C29$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147470.0
C335$@DOM1,C335$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147436.0
C3739,C612,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147427.0
C3739$@DOM1,C3739$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147434.0
C4071$@DOM1,C4071$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147450.0
C4991,C529,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147457.0
C504,C467,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147453.0
C504$@DOM1,C504$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147453.0
C5200,C1065,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C5200$@DOM1,C5200$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147445.0
C5220,TGT,auth,?,?,TGS,Success,147424.0,1,147424.0,
C5225,C457,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C5225$@DOM1,C5225$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147434.0
C6005,C625,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147475.0
C6005$@DOM1,C6005$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,8,147424.0,147478.0
C6596$@DOM1,C6596$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147437.0
C1521,C6789,auth,Negotiate,Unlock,LogOn,Success,147424.0,1,147424.0,
C6789$@DOM1,U2321@DOM1,auth,Negotiate,Unlock,LogOn,Success,147424.0,2,147424.0,147424.0
C6789,C6789,auth,Negotiate,Unlock,LogOn,Success,147424.0,6,147424.0,147444.0
C6893,C612,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147427.0
C6893$@DOM1,C6893$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147498.0
C771,C1065,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C8013$@DOM1,C8013$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147436.0
C8571,C467,auth,NTLM,Network,LogOn,Success,147424.0,1,147424.0,
C8571$@DOM1,C8571$@DOM1,auth,NTLM,Network,LogOn,Success,147424.0,3,147424.0,147469.0
C8730$@DOM1,C8730$@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,3,147424.0,147441.0
C8891,C1065,auth,NTLM,Network,LogOn,Success,147424.0,3,147424.0,147425.0
C8891$@DOM1,C8891$@DOM1,auth,NTLM,Network,LogOn,Success,147424.0,6,147424.0,147439.0
C1878,C1878,auth,Negotiate,Service,LogOn,Success,147424.0,1,147424.0,
LOCAL SERVICE@C1878,LOCAL SERVICE@C1878,auth,Negotiate,Service,LogOn,Success,147424.0,1,147424.0,
C3672,C3672,auth,Negotiate,Service,LogOn,Success,147424.0,1,147424.0,
NETWORK SERVICE@C3672,NETWORK SERVICE@C3672,auth,Negotiate,Service,LogOn,Success,147424.0,1,147424.0,
U2321@DOM1,C6789$@DOM1,auth,?,?,AuthMap,Success,147424.0,1,147424.0,
U2321@DOM1,U2321@DOM1,auth,?,?,ScreenUnlock,Success,147424.0,4,147424.0,147444.0
C10807,C1640,auth,?,?,TGS,Success,147424.0,3,147424.0,147475.0
U2667@DOM1,U2667@DOM1,auth,?,?,TGS,Success,147424.0,22,147424.0,147488.0
C7573,C2327,auth,?,?,TGS,Success,147424.0,2,147424.0,147457.0
C8571,C586,auth,?,?,TGS,Success,147424.0,6,147424.0,147442.0
U3162@DOM1,U3162@DOM1,auth,?,?,TGS,Success,147424.0,27,147424.0,147489.0
U3335@DOM1,U3335@DOM1,auth,?,Network,LogOff,Success,147424.0,21,147424.0,147495.0
C8891,C467,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147454.0
C8891,C586,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C10353,C1065,auth,?,?,TGS,Success,147424.0,2,147424.0,147424.0
C10353,C585,auth,?,?,TGS,Success,147424.0,2,147424.0,147424.0
C10353,C743,auth,?,?,TGS,Success,147424.0,2,147424.0,147430.0
C10353,TGT,auth,?,?,TGS,Success,147424.0,1,147424.0,
C11858,C586,auth,Kerberos,Network,LogOn,Success,147424.0,5,147424.0,147496.0
U4882@DOM1,U4882@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,11,147424.0,147489.0
U5372@DOM1,C12682$@DOM1,auth,?,?,AuthMap,Success,147424.0,1,147424.0,
C12667,C625,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147475.0
U600@DOM1,U600@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147475.0
C14775,C585,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
C15296,C528,auth,Kerberos,Network,LogOn,Success,147424.0,1,147424.0,
U6871@DOM1,U6871@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,2,147424.0,147424.0
U7579@DOM1,U7579@DOM1,auth,Kerberos,Network,LogOn,Success,147424.0,5,147424.0,147461.0
U8082@DOM1,U8082@DOM1,auth,?,Network,LogOff,Success,147424.0,20,147424.0,147473.0
C17456,C1640,auth,?,?,TGS,Success,147424.0,1,147424.0,
C17456,C529,auth,Kerberos,Network,LogOn,Success,147424.0,4,147424.0,147458.0
C12384,C1640,auth,?,?,TGS,Success,147424.0,1,147424.0,
C2235,C586,auth,NTLM,Network,LogOn,Success,147425.0,2,147425.0,147425.0
C13446,C612,auth,NTLM,Network,LogOn,Success,147425.0,4,147425.0,147428.0
C10020,C10020,auth,?,?,TGS,Success,147425.0,1,147425.0,
C10020$@DOM1,C10020$@DOM1,auth,?,?,TGS,Success,147425.0,1,147425.0,
C10287,C10287,auth,?,?,TGS,Success,147425.0,2,147425.0,147426.0
C10287$@DOM1,C10287$@DOM1,auth,?,?,TGS,Success,147425.0,20,147425.0,147488.0
C10287,C528,auth,Kerberos,Network,LogOn,Success,147425.0,3,147425.0,147427.0
C10397$@DOM1,C10397$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147441.0
C13446$@DOM1,C13446$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,9,147425.0,147497.0
C13568,C13568,auth,?,?,AuthMap,Success,147425.0,7,147425.0,147443.0
C13568$@DOM1,C13568$@DOM1,auth,?,?,AuthMap,Success,147425.0,16,147425.0,147489.0
C13568,C467,auth,Kerberos,Network,LogOn,Success,147425.0,3,147425.0,147455.0
C13769,C13769,auth,?,?,TGS,Success,147425.0,7,147425.0,147454.0
C14595,C529,auth,Kerberos,Network,LogOn,Success,147425.0,4,147425.0,147498.0
C14595$@DOM1,C14595$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,8,147425.0,147507.0
C2109,C528,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C2161,C467,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147455.0
C2161$@DOM1,C2161$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,4,147425.0,147469.0
C2321,C528,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147427.0
C2321$@DOM1,C2321$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,20,147425.0,147472.0
C2341,C586,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147444.0
C2341$@DOM1,C2341$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,3,147425.0,147444.0
C2675,C457,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C2675,C586,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147443.0
C3514,C457,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C3514$@DOM1,C3514$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147438.0
C515,C1065,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C515$@DOM1,C515$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,3,147425.0,147454.0
C7630,C467,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147455.0
C7630$@DOM1,C7630$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,4,147425.0,147460.0
C8891,C2162,auth,Kerberos,Network,LogOn,Success,147425.0,3,147425.0,147427.0
C9240,C457,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C9240$@DOM1,C9240$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147427.0
C9760,C528,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C9760$@DOM1,C9760$@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147435.0
C17546,C17546,auth,Negotiate,Service,LogOn,Success,147425.0,4,147425.0,147446.0
NETWORK SERVICE@C17546,NETWORK SERVICE@C17546,auth,Negotiate,Service,LogOn,Success,147425.0,2,147425.0,147435.0
C14125,C423,auth,?,?,AuthMap,Success,147425.0,2,147425.0,147426.0
C5811,C2327,auth,?,?,TGS,Success,147425.0,1,147425.0,
U1690@DOM1,U1690@DOM1,auth,?,?,TGS,Success,147425.0,3,147425.0,147432.0
U1702@?,U1702@?,auth,?,?,TGT,Fail,147425.0,3,147425.0,147444.0
C10807,C529,auth,Kerberos,Network,LogOn,Success,147425.0,4,147425.0,147475.0
C8571,C1640,auth,?,?,TGS,Success,147425.0,2,147425.0,147442.0
C8571,C457,auth,?,?,TGS,Success,147425.0,3,147425.0,147442.0
C8571,C625,auth,?,?,TGS,Success,147425.0,4,147425.0,147475.0
C8571,TGT,auth,?,?,TGS,Success,147425.0,2,147425.0,147442.0
C8891,C612,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147428.0
C731,C457,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
U5258@DOM1,U5258@DOM1,auth,Kerberos,Network,LogOn,Success,147425.0,8,147425.0,147475.0
C731,C528,auth,NTLM,Network,LogOn,Success,147425.0,1,147425.0,
U6354@DOM1,U6354@DOM1,auth,?,Network,LogOff,Success,147425.0,2,147425.0,147425.0
C6939,C586,auth,Kerberos,Network,LogOn,Success,147425.0,1,147425.0,
C17456,C612,auth,Kerberos,Network,LogOn,Success,147425.0,2,147425.0,147427.0
C543,C586,auth,NTLM,Network,LogOn,Success,147426.0,4,147426.0,147445.0
C10265,C625,auth,Kerberos,Network,LogOn,Success,147426.0,2,147426.0,147476.0
C10287,C625,auth,Kerberos,Network,LogOn,Success,147426.0,3,147426.0,147476.0
C1798,C10287,auth,Kerberos,Network,LogOn,Success,147426.0,1,147426.0,
C1736,C625,auth,Kerberos,Network,LogOn,Success,147426.0,7,147426.0,147484.0
C1736$@DOM1,C1736$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,41,147426.0,147488.0
C1798,C2321,auth,Kerberos,Network,LogOn,Success,147426.0,1,147426.0,
C2321,C2321,auth,?,?,TGS,Success,147426.0,3,147426.0,147444.0
C2321,C612,auth,Kerberos,Network,LogOn,Success,147426.0,4,147426.0,147429.0
C2604,C529,auth,Kerberos,Network,LogOn,Success,147426.0,2,147426.0,147459.0
C2604$@DOM1,C2604$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,4,147426.0,147468.0
C6125,C612,auth,Kerberos,Network,LogOn,Success,147426.0,3,147426.0,147478.0
C6125$@DOM1,C6125$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,4,147426.0,147430.0
C6951,C528,auth,Kerberos,Network,LogOn,Success,147426.0,1,147426.0,
C6951$@DOM1,C6951$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,4,147426.0,147474.0
C7796,C586,auth,Kerberos,Network,LogOn,Success,147426.0,3,147426.0,147494.0
C7796$@DOM1,C7796$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,2,147426.0,147441.0
C9366,C586,auth,Kerberos,Network,LogOn,Success,147426.0,6,147426.0,147500.0
C9366$@DOM1,C9366$@DOM1,auth,Kerberos,Network,LogOn,Success,147426.0,3,147426.0,147445.0
C13181,C13181,auth,Negotiate,Service,LogOn,Success,147426.0,1,147426.0,
LOCAL SERVICE@C13181,LOCAL SERVICE@C13181,auth,Negotiate,Service,LogOn,Success,147426.0,1,147426.0,
C4804,C423,auth,NTLM,Network,LogOn,Fail,147426.0,1,147426.0,
U1702@DOM1,U1702@DOM1,auth,NTLM,Network,LogOn,Fail,147426.0,1,147426.0,
C7460,C612,auth,?,?,TGS,Success,147426.0,7,147426.0,147456.0
C7460,C625,auth,Kerberos,Network,LogOn,Success,147426.0,4,147426.0,147477.0
C10807,TGT,auth,?,?,TGS,Success,147426.0,2,147426.0,147475.0
C10230,C2389,auth,Kerberos,Network,LogOn,Success,147426.0,1,147426.0,
C10545,C2327,auth,?,?,TGS,Success,147426.0,2,147426.0,147476.0
U4164@DOM1,U4164@DOM1,auth,?,?,TGS,Success,147426.0,2,147426.0,147476.0
U47@DOM1,C1152$@DOM1,auth,?,?,AuthMap,Success,147426.0,1,147426.0,
C17231,TGT,auth,?,?,TGS,Success,147426.0,2,147426.0,147460.0
